transaction_id,user_id,timestamp_utc,direction,amount_usd,ach_type,funding_speed,device_id,ip_country,return_code,returned,days_to_return,fraud_pattern_type,is_fraud_pattern,account_age_days
txn_48,user_81,2025-02-10T15:17:00,debit,1010.7,PUSH,standard,device_234,BR,,False,,,False,343
txn_49,user_442,2025-01-07T20:57:00,debit,1330.97,PULL,standard,device_83,GB,,False,,,False,109
txn_50,user_195,2025-02-13T01:24:00,debit,617.83,PULL,instant,device_256,MX,R01,True,7.0,,False,350
txn_51,user_495,2025-01-30T19:33:00,debit,210.21,PULL,standard,device_166,US,,False,,,False,105
txn_52,user_203,2025-01-27T23:34:00,credit,1439.22,PULL,standard,device_126,CA,R01,True,27.0,,False,180
txn_53,user_228,2025-01-19T08:39:00,debit,1116.05,PULL,standard,device_159,BR,,False,,,False,211
txn_54,user_466,2025-01-15T11:34:00,debit,432.04,PULL,standard,device_190,GB,,False,,,False,352
txn_55,user_197,2025-01-16T08:09:00,credit,1354.81,PULL,standard,device_244,CA,,False,,,False,125
txn_56,user_92,2025-01-07T02:43:00,debit,655.13,PUSH,standard,device_88,US,,False,,,False,293
txn_57,user_39,2025-01-16T19:56:00,debit,475.73,PULL,standard,device_155,MX,,False,,,False,101
txn_58,user_343,2025-01-04T15:09:00,debit,597.25,PULL,standard,device_125,BR,R10,True,5.0,first_party_fraud,True,226
txn_59,user_103,2025-01-02T18:07:00,credit,652.68,PUSH,standard,device_100,CA,,False,,,False,293
txn_60,user_433,2025-01-20T08:23:00,debit,350.1,PUSH,standard,device_148,GB,,False,,,False,301
txn_61,user_123,2025-01-20T03:22:00,debit,1379.05,PULL,standard,device_42,US,,False,,,False,238
txn_62,user_1,2025-01-07T15:18:00,credit,889.39,PULL,instant,device_160,MX,,False,,,False,32
txn_63,user_485,2025-01-18T11:13:00,debit,1379.0,PULL,instant,device_77,US,,False,,,False,168
txn_64,user_402,2025-01-22T16:36:00,debit,905.09,PULL,standard,device_247,US,,False,,,False,283
txn_65,user_290,2025-02-12T03:01:00,credit,1090.52,PULL,standard,device_50,US,,False,,,False,172
txn_66,user_93,2025-02-23T09:37:00,debit,1042.71,PULL,instant,device_80,US,R29,True,9.0,first_party_fraud,True,307
txn_67,user_317,2025-01-24T06:58:00,credit,1346.98,PULL,standard,device_38,US,,False,,,False,266
txn_68,user_197,2025-01-17T09:23:00,credit,998.8,PULL,standard,device_47,CA,,False,,,False,125
txn_69,user_238,2025-01-12T02:45:00,debit,600.29,PULL,standard,device_166,CA,,False,,,False,157
txn_70,user_283,2025-02-15T12:07:00,credit,28.58,PULL,standard,device_281,US,,False,,,False,244
txn_71,user_228,2025-01-29T03:04:00,debit,1442.71,PULL,instant,device_45,BR,,False,,,False,211
txn_72,user_280,2025-02-24T18:07:00,debit,1318.76,PULL,standard,device_196,MX,,False,,,False,30
txn_73,user_348,2025-02-16T17:17:00,credit,1299.7,PULL,standard,device_271,GB,,False,,,False,341
txn_74,user_256,2025-02-14T14:47:00,credit,1081.78,PULL,standard,device_105,MX,,False,,,False,52
txn_75,user_411,2025-02-04T13:07:00,debit,706.78,PULL,standard,device_280,MX,,False,,,False,63
txn_76,user_254,2025-01-08T20:47:00,debit,1432.8,PULL,standard,device_175,BR,,False,,,False,120
txn_77,user_462,2025-01-29T17:34:00,debit,707.94,PULL,standard,device_157,US,,False,,,False,51
txn_78,user_87,2025-02-27T13:26:00,debit,386.13,PULL,instant,device_232,BR,R03,True,18.0,,False,35
txn_79,user_131,2025-01-05T07:25:00,debit,215.31,PULL,standard,device_245,BR,,False,,,False,206
txn_80,user_165,2025-01-05T21:48:00,credit,248.86,PULL,standard,device_76,MX,,False,,,False,152
txn_81,user_24,2025-01-18T18:17:00,debit,1160.81,PUSH,standard,device_70,BR,,False,,,False,338
txn_82,user_478,2025-02-07T01:30:00,debit,626.22,PULL,standard,device_54,US,,False,,,False,6
txn_83,user_181,2025-02-21T01:55:00,debit,380.13,PULL,instant,device_23,BR,,False,,,False,342
txn_84,user_34,2025-01-28T02:14:00,debit,809.49,PULL,standard,device_159,US,,False,,,False,202
txn_85,user_29,2025-02-27T03:14:00,debit,836.08,PULL,standard,device_114,US,,False,,,False,199
txn_86,user_143,2025-01-05T07:19:00,debit,606.67,PULL,instant,device_140,US,,False,,,False,100
txn_87,user_338,2025-02-19T02:21:00,debit,1381.79,PULL,standard,device_18,MX,,False,,,False,115
txn_88,user_468,2025-02-19T15:21:00,debit,1386.44,PULL,standard,device_64,GB,,False,,,False,217
txn_89,user_451,2025-03-01T14:27:00,debit,202.25,PULL,standard,device_46,BR,,False,,,False,350
txn_90,user_263,2025-01-19T04:10:00,debit,903.55,PUSH,standard,device_198,GB,,False,,,False,109
txn_91,user_475,2025-01-11T15:13:00,credit,679.95,PULL,instant,device_136,GB,R02,True,21.0,,False,231
txn_92,user_374,2025-01-22T23:31:00,debit,1110.38,PULL,standard,device_177,GB,,False,,,False,136
txn_93,user_229,2025-01-25T03:54:00,debit,618.15,PULL,standard,device_103,CA,,False,,,False,199
txn_94,user_214,2025-02-10T01:11:00,debit,496.55,PULL,instant,device_225,CA,,False,,,False,164
txn_95,user_227,2025-02-15T22:53:00,debit,432.45,PUSH,standard,device_42,BR,,False,,,False,295
txn_96,user_154,2025-02-02T12:35:00,debit,390.11,PULL,instant,device_156,CA,,False,,,False,107
txn_97,user_21,2025-02-12T01:09:00,debit,919.24,PUSH,instant,device_262,CA,,False,,,False,182
txn_98,user_194,2025-01-20T07:59:00,debit,507.83,PUSH,instant,device_95,BR,,False,,,False,132
txn_99,user_271,2025-01-14T23:46:00,debit,726.11,PULL,standard,device_229,MX,,False,,,False,107
txn_100,user_263,2025-01-18T08:37:00,credit,336.1,PUSH,standard,device_110,US,,False,,,False,109
txn_101,user_118,2025-01-15T01:42:00,debit,1163.76,PULL,instant,device_42,CA,,False,,,False,51
txn_102,user_289,2025-01-12T13:19:00,credit,1400.02,PULL,standard,device_176,MX,,False,,,False,197
txn_103,user_158,2025-01-28T03:43:00,debit,1250.47,PULL,standard,device_34,CA,R29,True,15.0,,False,203
txn_104,user_404,2025-01-02T10:13:00,debit,779.52,PULL,instant,device_299,CA,,False,,,False,354
txn_105,user_324,2025-01-20T02:23:00,debit,1011.67,PULL,instant,device_271,BR,,False,,,False,334
txn_106,user_378,2025-02-12T20:48:00,credit,741.97,PULL,instant,device_240,BR,,False,,,False,272
txn_107,user_262,2025-01-06T18:22:00,debit,88.68,PULL,standard,device_30,US,,False,,,False,62
txn_108,user_348,2025-01-02T13:56:00,credit,1292.59,PULL,instant,device_44,US,,False,,,False,341
txn_109,user_324,2025-01-06T13:34:00,debit,1130.97,PULL,standard,device_93,CA,,False,,,False,334
txn_110,user_310,2025-02-27T17:02:00,debit,138.11,PULL,instant,device_36,US,,False,,,False,39
txn_111,user_26,2025-01-24T21:50:00,debit,678.61,PUSH,instant,device_286,BR,,False,,,False,235
txn_112,user_142,2025-02-26T19:04:00,debit,1104.74,PULL,instant,device_87,CA,,False,,,False,78
txn_113,user_102,2025-02-12T15:10:00,debit,734.43,PULL,standard,device_32,BR,,False,,,False,72
txn_114,user_288,2025-01-08T22:28:00,debit,478.98,PULL,standard,device_157,CA,,False,,,False,208
txn_115,user_232,2025-01-01T01:32:00,credit,266.22,PULL,standard,device_252,BR,,False,,,False,312
txn_116,user_500,2025-01-28T20:00:00,debit,1022.5,PULL,standard,device_59,US,,False,,,False,155
txn_117,user_110,2025-01-26T08:44:00,debit,487.39,PULL,standard,device_103,CA,,False,,,False,257
txn_118,user_370,2025-01-02T22:32:00,debit,158.75,PULL,standard,device_278,GB,,False,,,False,281
txn_119,user_153,2025-01-08T07:38:00,credit,793.83,PULL,standard,device_19,CA,,False,,,False,334
txn_120,user_359,2025-02-25T11:54:00,debit,1468.16,PULL,instant,device_51,BR,,False,,,False,33
txn_121,user_15,2025-01-23T20:15:00,debit,488.42,PULL,instant,device_10,GB,,False,,,False,261
txn_122,user_110,2025-02-18T00:58:00,credit,1390.89,PULL,standard,device_190,CA,,False,,,False,257
txn_123,user_329,2025-01-28T01:30:00,debit,836.05,PULL,standard,device_160,US,,False,,,False,51
txn_124,user_386,2025-02-21T19:05:00,credit,848.38,PULL,instant,device_65,BR,,False,,,False,44
txn_125,user_99,2025-02-25T15:36:00,debit,1418.82,PUSH,standard,device_293,US,,False,,,False,232
txn_126,user_207,2025-01-05T23:53:00,credit,1117.76,PULL,standard,device_8,GB,,False,,,False,278
txn_127,user_372,2025-01-01T07:52:00,debit,565.86,PULL,standard,device_130,MX,R03,True,3.0,,False,241
txn_128,user_456,2025-02-27T19:33:00,debit,1284.91,PULL,instant,device_174,CA,,False,,,False,202
txn_129,user_454,2025-01-15T16:00:00,debit,1473.4,PULL,standard,device_169,US,,False,,,False,9
txn_130,user_462,2025-01-26T01:22:00,debit,433.75,PUSH,standard,device_282,GB,,False,,,False,51
txn_131,user_111,2025-02-07T14:21:00,debit,571.33,PULL,standard,device_200,BR,,False,,,False,101
txn_132,user_12,2025-02-01T08:02:00,debit,522.77,PUSH,standard,device_68,BR,,False,,,False,356
txn_133,user_362,2025-03-01T10:40:00,debit,955.01,PULL,standard,device_261,CA,,False,,,False,325
txn_134,user_419,2025-02-02T01:49:00,debit,1061.64,PUSH,standard,device_93,BR,,False,,,False,108
txn_135,user_419,2025-01-01T06:49:00,debit,242.08,PUSH,standard,device_250,MX,R03,True,12.0,,False,108
txn_136,user_436,2025-01-18T07:50:00,debit,292.15,PUSH,standard,device_93,MX,R10,True,26.0,,False,45
txn_137,user_158,2025-02-07T03:31:00,debit,1415.64,PULL,standard,device_252,CA,,False,,,False,203
txn_138,user_138,2025-02-02T14:38:00,debit,729.58,PULL,standard,device_59,CA,,False,,,False,11
txn_139,user_18,2025-02-13T11:15:00,debit,1396.72,PULL,standard,device_134,BR,,False,,,False,46
txn_140,user_196,2025-01-13T08:22:00,credit,1404.9,PULL,standard,device_107,US,,False,,,False,31
txn_141,user_286,2025-01-22T20:39:00,debit,810.46,PULL,instant,device_273,BR,,False,,,False,342
txn_142,user_436,2025-02-07T01:36:00,debit,144.96,PULL,instant,device_254,CA,,False,,,False,45
txn_143,user_375,2025-02-06T23:41:00,debit,983.26,PULL,standard,device_96,MX,,False,,,False,323
txn_144,user_346,2025-02-13T07:32:00,debit,169.9,PULL,standard,device_281,GB,,False,,,False,93
txn_145,user_23,2025-02-25T07:17:00,debit,109.57,PULL,standard,device_127,MX,,False,,,False,66
txn_146,user_87,2025-01-04T01:12:00,debit,718.59,PUSH,standard,device_224,MX,,False,,,False,35
txn_147,user_500,2025-02-16T05:32:00,debit,528.03,PULL,instant,device_189,MX,,False,,,False,155
txn_148,user_398,2025-01-23T06:06:00,debit,1107.49,PULL,standard,device_105,US,,False,,,False,71
txn_149,user_355,2025-01-14T11:26:00,debit,416.15,PUSH,standard,device_268,CA,,False,,,False,353
txn_150,user_160,2025-01-12T20:38:00,credit,1143.21,PULL,standard,device_236,GB,,False,,,False,286
txn_151,user_247,2025-01-23T22:42:00,credit,829.86,PULL,standard,device_39,CA,,False,,,False,276
txn_152,user_266,2025-02-16T22:23:00,debit,1232.63,PULL,standard,device_70,GB,,False,,,False,212
txn_153,user_377,2025-01-11T11:32:00,debit,416.48,PULL,standard,device_94,BR,R02,True,11.0,,False,268
txn_154,user_303,2025-01-22T21:32:00,credit,968.07,PUSH,standard,device_149,GB,,False,,,False,3
txn_155,user_272,2025-02-23T09:16:00,debit,130.92,PULL,standard,device_148,GB,,False,,,False,8
txn_156,user_380,2025-03-01T08:53:00,credit,345.51,PUSH,instant,device_33,MX,,False,,,False,95
txn_157,user_294,2025-02-22T08:59:00,debit,409.45,PUSH,standard,device_298,GB,,False,,,False,121
txn_158,user_343,2025-02-14T19:16:00,debit,1424.45,PUSH,standard,device_18,MX,,False,,,False,226
txn_159,user_347,2025-01-12T12:21:00,debit,1370.79,PULL,instant,device_126,CA,,False,,,False,361
txn_160,user_325,2025-01-01T07:41:00,debit,654.45,PULL,standard,device_129,GB,,False,,,False,355
txn_161,user_1,2025-01-23T16:46:00,credit,861.04,PULL,standard,device_269,GB,,False,,,False,32
txn_162,user_85,2025-01-21T07:15:00,debit,563.6,PULL,standard,device_224,GB,,False,,,False,229
txn_163,user_91,2025-01-29T18:21:00,debit,1474.65,PULL,instant,device_22,CA,,False,,,False,158
txn_164,user_323,2025-01-25T20:14:00,debit,308.84,PULL,standard,device_141,US,,False,,,False,224
txn_165,user_267,2025-02-17T18:19:00,debit,418.46,PULL,instant,device_154,GB,,False,,,False,163
txn_166,user_179,2025-01-16T08:23:00,debit,251.29,PULL,standard,device_11,CA,,False,,,False,328
txn_167,user_499,2025-02-25T01:02:00,credit,85.3,PULL,standard,device_161,MX,R02,True,4.0,,False,338
txn_168,user_8,2025-02-13T16:51:00,credit,667.42,PULL,standard,device_14,BR,,False,,,False,254
txn_169,user_184,2025-03-01T04:58:00,debit,759.28,PULL,standard,device_72,BR,,False,,,False,254
txn_170,user_50,2025-02-17T05:07:00,debit,1020.18,PULL,standard,device_136,BR,R10,True,12.0,,False,284
txn_171,user_114,2025-01-22T02:57:00,debit,960.95,PUSH,standard,device_179,GB,,False,,,False,167
txn_172,user_246,2025-02-06T00:55:00,credit,1470.17,PULL,standard,device_115,CA,,False,,,False,30
txn_173,user_104,2025-01-21T05:04:00,debit,46.43,PULL,standard,device_182,GB,,False,,,False,2
txn_174,user_349,2025-02-15T00:35:00,credit,600.69,PULL,standard,device_10,GB,,False,,,False,65
txn_175,user_394,2025-01-16T10:57:00,debit,331.73,PULL,standard,device_238,CA,,False,,,False,218
txn_176,user_330,2025-01-07T11:24:00,debit,1118.55,PULL,standard,device_191,US,,False,,,False,202
txn_177,user_133,2025-02-08T10:13:00,debit,530.85,PULL,instant,device_51,BR,,False,,,False,33
txn_178,user_251,2025-01-18T10:59:00,debit,144.1,PULL,instant,device_64,US,,False,,,False,65
txn_179,user_12,2025-01-05T10:38:00,debit,1163.88,PUSH,standard,device_132,GB,,False,,,False,356
txn_180,user_179,2025-01-11T01:42:00,credit,262.87,PULL,standard,device_140,MX,,False,,,False,328
txn_181,user_434,2025-01-15T18:44:00,debit,1286.05,PULL,standard,device_226,CA,,False,,,False,47
txn_182,user_285,2025-03-01T02:13:00,debit,441.85,PULL,standard,device_171,US,,False,,,False,161
txn_183,user_295,2025-02-07T09:54:00,debit,1027.06,PULL,standard,device_131,US,,False,,,False,198
txn_184,user_107,2025-02-16T06:11:00,debit,1246.33,PULL,standard,device_71,GB,,False,,,False,284
txn_185,user_392,2025-01-30T22:50:00,debit,797.7,PULL,standard,device_123,GB,,False,,,False,65
txn_186,user_176,2025-02-03T10:38:00,debit,1443.68,PULL,standard,device_141,US,R10,True,6.0,first_party_fraud,True,168
txn_187,user_132,2025-01-26T22:00:00,debit,1102.86,PULL,standard,device_32,BR,,False,,,False,202
txn_188,user_92,2025-01-24T17:12:00,credit,624.27,PULL,instant,device_192,BR,R51,True,15.0,,False,293
txn_189,user_134,2025-02-18T10:05:00,debit,437.47,PULL,standard,device_67,MX,,False,,,False,204
txn_190,user_428,2025-03-01T14:40:00,credit,1291.36,PULL,standard,device_200,BR,R29,True,14.0,,False,293
txn_191,user_103,2025-03-01T02:28:00,credit,1360.1,PULL,standard,device_191,GB,,False,,,False,293
txn_192,user_139,2025-01-25T18:04:00,debit,1126.27,PULL,standard,device_123,GB,,False,,,False,126
txn_193,user_150,2025-01-12T07:44:00,debit,1141.42,PULL,standard,device_34,US,,False,,,False,21
txn_194,user_226,2025-01-01T14:32:00,debit,876.77,PUSH,standard,device_17,GB,,False,,,False,111
txn_195,user_209,2025-02-06T09:27:00,credit,1206.1,PULL,standard,device_178,BR,,False,,,False,96
txn_196,user_114,2025-02-18T11:54:00,debit,1089.98,PUSH,standard,device_198,GB,,False,,,False,167
txn_197,user_361,2025-01-19T00:23:00,debit,78.49,PULL,standard,device_98,GB,,False,,,False,308
txn_198,user_374,2025-02-01T07:45:00,debit,1070.44,PULL,standard,device_243,MX,,False,,,False,136
txn_199,user_354,2025-01-15T17:36:00,debit,626.76,PUSH,instant,device_131,CA,R01,True,16.0,,False,158
txn_200,user_54,2025-02-27T02:46:00,credit,27.96,PUSH,instant,device_70,BR,,False,,,False,170
txn_201,user_1,2025-01-04T15:00:00,debit,925.96,PULL,standard,device_184,MX,,False,,,False,32
txn_202,user_467,2025-02-14T09:16:00,debit,713.98,PULL,instant,device_39,MX,,False,,,False,60
txn_203,user_305,2025-02-13T16:38:00,credit,1414.43,PULL,instant,device_139,MX,,False,,,False,198
txn_204,user_500,2025-01-23T16:36:00,debit,1390.74,PULL,instant,device_163,US,,False,,,False,155
txn_205,user_159,2025-01-19T14:34:00,credit,718.21,PULL,standard,device_22,US,,False,,,False,184
txn_206,user_273,2025-02-20T17:48:00,debit,1429.93,PULL,instant,device_207,GB,,False,,,False,55
txn_207,user_212,2025-01-08T23:05:00,debit,437.02,PULL,standard,device_15,GB,,False,,,False,261
txn_208,user_143,2025-02-01T07:30:00,debit,566.84,PULL,standard,device_136,CA,,False,,,False,100
txn_209,user_422,2025-01-01T08:26:00,debit,800.36,PULL,standard,device_113,MX,,False,,,False,253
txn_210,user_91,2025-01-21T16:33:00,debit,1414.18,PULL,standard,device_271,CA,R01,True,29.0,,False,158
txn_211,user_338,2025-02-28T20:38:00,debit,73.1,PULL,standard,device_238,CA,,False,,,False,115
txn_212,user_73,2025-01-07T04:10:00,debit,492.61,PUSH,standard,device_252,US,,False,,,False,168
txn_213,user_215,2025-01-08T20:31:00,debit,761.06,PULL,instant,device_219,GB,,False,,,False,268
txn_214,user_65,2025-02-13T13:29:00,debit,677.9,PUSH,standard,device_257,CA,,False,,,False,149
txn_215,user_132,2025-02-01T20:14:00,debit,56.29,PULL,standard,device_139,US,,False,,,False,202
txn_216,user_460,2025-01-25T00:44:00,debit,1077.96,PULL,instant,device_105,US,,False,,,False,38
txn_217,user_17,2025-02-04T07:36:00,debit,68.08,PULL,standard,device_203,MX,R02,True,7.0,,False,187
txn_218,user_357,2025-02-06T09:24:00,credit,1068.44,PUSH,standard,device_158,US,,False,,,False,55
txn_219,user_454,2025-01-27T23:07:00,credit,31.05,PULL,standard,device_184,BR,,False,,,False,9
txn_220,user_221,2025-01-07T11:52:00,debit,426.24,PULL,standard,device_294,CA,,False,,,False,46
txn_221,user_31,2025-01-14T13:22:00,credit,1137.41,PUSH,standard,device_61,MX,,False,,,False,164
txn_222,user_126,2025-02-01T21:49:00,credit,1267.97,PULL,standard,device_214,BR,,False,,,False,206
txn_223,user_208,2025-02-25T14:58:00,debit,1157.44,PULL,standard,device_298,MX,,False,,,False,353
txn_224,user_246,2025-02-16T05:04:00,debit,155.85,PULL,standard,device_198,GB,,False,,,False,30
txn_225,user_67,2025-01-03T21:31:00,credit,412.81,PULL,standard,device_263,MX,,False,,,False,330
txn_226,user_338,2025-01-31T03:37:00,debit,236.18,PULL,standard,device_145,BR,,False,,,False,115
txn_227,user_100,2025-01-30T19:25:00,debit,1258.82,PULL,standard,device_290,CA,R01,True,24.0,,False,51
txn_228,user_500,2025-02-26T09:41:00,credit,850.15,PULL,standard,device_35,US,,False,,,False,155
txn_229,user_499,2025-02-18T22:53:00,debit,997.76,PUSH,instant,device_78,US,,False,,,False,338
txn_230,user_162,2025-01-30T11:01:00,debit,242.87,PUSH,standard,device_133,CA,,False,,,False,242
txn_231,user_427,2025-02-22T08:26:00,credit,179.89,PUSH,standard,device_98,CA,,False,,,False,315
txn_232,user_450,2025-02-03T01:31:00,credit,387.43,PULL,standard,device_269,US,,False,,,False,104
txn_233,user_210,2025-02-09T05:22:00,credit,1425.28,PUSH,standard,device_255,CA,,False,,,False,284
txn_234,user_496,2025-02-20T03:24:00,debit,559.63,PULL,standard,device_19,MX,,False,,,False,150
txn_235,user_96,2025-01-16T17:07:00,credit,805.52,PULL,standard,device_80,BR,,False,,,False,105
txn_236,user_494,2025-01-22T02:20:00,debit,649.36,PUSH,standard,device_18,US,,False,,,False,220
txn_237,user_218,2025-01-06T13:36:00,credit,766.44,PUSH,standard,device_278,MX,,False,,,False,35
txn_238,user_356,2025-01-03T16:36:00,debit,838.72,PUSH,standard,device_11,GB,,False,,,False,362
txn_239,user_440,2025-01-26T05:07:00,debit,314.5,PUSH,standard,device_25,US,,False,,,False,145
txn_240,user_472,2025-02-05T04:55:00,debit,468.37,PULL,standard,device_183,MX,R10,True,9.0,first_party_fraud,True,293
txn_241,user_500,2025-02-13T18:28:00,debit,1137.19,PULL,standard,device_28,CA,,False,,,False,155
txn_242,user_12,2025-02-07T23:38:00,debit,1492.56,PULL,standard,device_269,MX,,False,,,False,356
txn_243,user_120,2025-01-22T03:03:00,credit,749.47,PULL,standard,device_8,GB,R29,True,10.0,,False,41
txn_244,user_48,2025-01-13T12:54:00,debit,305.2,PULL,standard,device_47,CA,,False,,,False,325
txn_245,user_425,2025-01-06T18:02:00,debit,1303.67,PULL,standard,device_207,CA,,False,,,False,152
txn_246,user_85,2025-01-11T05:15:00,debit,1088.38,PUSH,instant,device_23,US,,False,,,False,229
txn_247,user_465,2025-02-14T02:22:00,debit,826.93,PULL,standard,device_71,US,,False,,,False,2
txn_248,user_296,2025-01-31T00:57:00,debit,87.11,PUSH,standard,device_275,MX,,False,,,False,190
txn_249,user_98,2025-01-21T23:46:00,debit,698.72,PULL,standard,device_156,BR,,False,,,False,249
txn_250,user_14,2025-01-22T21:40:00,debit,209.34,PUSH,standard,device_131,US,R10,True,1.0,first_party_fraud,True,277
txn_251,user_33,2025-01-11T15:16:00,credit,76.87,PULL,standard,device_296,CA,,False,,,False,33
txn_252,user_401,2025-02-15T08:44:00,debit,1486.95,PULL,standard,device_117,GB,,False,,,False,364
txn_253,user_333,2025-01-29T01:42:00,debit,1210.6,PULL,standard,device_267,BR,R10,True,10.0,,False,113
txn_254,user_176,2025-01-30T23:08:00,debit,810.78,PULL,standard,device_125,BR,,False,,,False,168
txn_255,user_118,2025-02-01T15:47:00,credit,304.99,PULL,instant,device_278,MX,,False,,,False,51
txn_256,user_56,2025-01-16T17:25:00,credit,1244.01,PULL,standard,device_227,BR,,False,,,False,15
txn_257,user_376,2025-02-11T20:04:00,credit,661.32,PUSH,standard,device_2,CA,,False,,,False,34
txn_258,user_440,2025-01-04T11:39:00,debit,612.37,PULL,standard,device_15,MX,,False,,,False,145
txn_259,user_319,2025-02-13T05:06:00,debit,810.89,PULL,standard,device_253,GB,,False,,,False,342
txn_260,user_330,2025-01-24T22:10:00,credit,340.39,PUSH,standard,device_178,BR,,False,,,False,202
